"TIME","GEO","UNIT","ICHA11_HC","ICHA11_HF","Value","Flag and Footnotes"
"2009","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","720.72",""
"2009","Estonia","Million euro","Current health care expenditure (CHE)","Government schemes","98.54",""
"2009","Estonia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","622.18",""
"2009","Estonia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","16.60",""
"2009","Ireland","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Ireland","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Ireland","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Ireland","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Greece","Million euro","Current health care expenditure (CHE)","All financing schemes","22,490.92",""
"2009","Greece","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","15,412.18",""
"2009","Greece","Million euro","Current health care expenditure (CHE)","Government schemes","6,115.40",""
"2009","Greece","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","9,296.78",""
"2009","Greece","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","484.29",""
"2009","Spain","Million euro","Current health care expenditure (CHE)","All financing schemes","96,944.37",""
"2009","Spain","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","73,081.21",""
"2009","Spain","Million euro","Current health care expenditure (CHE)","Government schemes","69,080.80",""
"2009","Spain","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","4,000.41",""
"2009","Spain","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","4,956.15",""
"2009","France","Million euro","Current health care expenditure (CHE)","All financing schemes","218,834.89",""
"2009","France","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","167,535.91",""
"2009","France","Million euro","Current health care expenditure (CHE)","Government schemes","10,959.14",""
"2009","France","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","156,576.72",""
"2009","France","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","29,087.66",""
"2009","Croatia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Croatia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Croatia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Croatia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Italy","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Italy","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Italy","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Italy","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Italy","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Cyprus","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Cyprus","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Cyprus","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Cyprus","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Latvia","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Latvia","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Latvia","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Latvia","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Lithuania","Million euro","Current health care expenditure (CHE)","All financing schemes","1,981.24",""
"2009","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","1,435.62",""
"2009","Lithuania","Million euro","Current health care expenditure (CHE)","Government schemes","213.47",""
"2009","Lithuania","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)","1,222.15",""
"2009","Lithuania","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes","14.19",""
"2009","Luxembourg","Million euro","Current health care expenditure (CHE)","All financing schemes",":",""
"2009","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes",":",""
"2009","Luxembourg","Million euro","Current health care expenditure (CHE)","Government schemes",":",""
"2009","Luxembourg","Million euro","Current health care expenditure (CHE)","Compulsory contributory health insurance schemes and compulsory medical saving accounts (CMSA)",":",""
"2009","Luxembourg","Million euro","Current health care expenditure (CHE)","Voluntary health care payment schemes",":",""
"2009","Hungary","Million euro","Current health care expenditure (CHE)","All financing schemes","6,832.62",""
"2009","Hungary","Million euro","Current health care expenditure (CHE)","Government schemes and compulsory contributory health care financing schemes","4,669.12",""
